År;Månad;Företag;M;FP;C;KD;S;V;MP;SD;Övriga;M FP C KD (1);S V MP (2);(1) - (2);Osäkra;Publicerad;Intervjperiod;Intervjuer;FI;PP;;
2006;Mars;Skop;26,7;11;6,4;6;36,3;5,4;5;;2,3;50,1;46,7;3,4;10;05/mar;7 - 28 februari;1 072;;;;
;;;;;;;;;;;;;;;;;;;;;;
2006;Februari;Temo;28,4;10,5;6,2;5,1;36,3;6;4,6;;2,9;50,2;46,9;3,3;21,1;24/feb;6 - 22 feb;2 754;;;;
2006;Februari;Sifo;28,1;10,7;5,8;6;34,9;6;4,9;;3,6;50,6;45,8;4,8;17,8;19/feb;6 - 16 feb;1 891;;;;
2006;Februari;Ruab;32;9,7;4,7;3,7;35,4;4,9;6,6;;3,1;50,1;46,9;3,2;30,2;18/feb;6 - 15 feb;2 067;;;;
2006;Februari;Skop;23,9;11,8;6,6;6,6;35,9;6,9;4,6;;3,7;48,9;47,4;1,5;;11/feb;12 - 27 jan;1 250;;;;
2006;Februari;Demoskop;31,6;9,1;4,7;4;36,3;7,2;5,5;;1,4;49,4;49,0;0,4;17,6;09/feb;31 jan - 6 feb;1 001;;;;
;;;;;;;;;;;;;;;;;;;;;;
2006;Januari;Temo;30,9;10;5,6;4,4;34,3;6,2;4,8;;2,5;50,9;45,3;5,6;21;27/jan;9 - 25 jan ;2 746;;;;
2006;Januari;Sifo;30,9;9,3;6,9;4,8;35,3;6,7;4,1;;2,0;51,9;46,1;5,8;;22/jan;9 - 19 jan;1 891;;;;
2006;Januari;Ruab;31,3;8,7;6,8;4;36,4;5;5,6;;2,2;50,8;47,0;3,8;25,8;21/jan;10 - 19 jan;2 038;;;;
2006;Januari;Demoskop;30,8;10,1;4,2;3,6;37,9;5,6;6,2;;1,1;48,7;49,7;-1,0;19,1;12/jan;2 - 10 jan;1 003;;;;
2006;Januari;Skop;24,2;10,7;6,9;4,6;36,9;6,3;6,9;;1,7;46,4;50,1;-3,7;9;07/jan;8 dec - 2 jan;1 126;;;;
;;;;;;;;;;;;;;;;;;;;;;
2005;December;Temo;30,3;10,4;6,2;4,9;34,5;5,2;5,2;;2,2;51,8;44,9;6,9;22,7;22/dec;5 - 20 dec;2 512;;;;
2005;December;Skop;22,7;10,5;6,5;7,1;36,7;5,9;6,4;;4,2;46,8;49,0;-2,2;;18/dec;17 nov - 13 dec;1 200;;;;
2005;December;Sifo;29,7;10,5;6,7;4,6;33,2;5,9;4,5;;4,9;51,5;43,6;7,9;20,1;18/dec;5 - 15 dec ;1 889;;;;
2005;December;SCB;25,9;11,1;5,9;4,8;37,1;5,7;4,1;;5,5;47,7;46,9;0,8;;15/dec;31 okt - 24 nov;9 242;;;;
2005;December;Ruab;29;9,3;6,7;4,2;38;4,2;4,7;;3,9;49,2;46,9;2,3;25,8;10/dec;29 nov - 9 dec ;2 020;;;;
2005;December;Demoskop;30,5;9,7;6,3;4,5;31,9;6,7;6,2;;4,2;51,0;44,8;6,2;13,1;08/dec;29 nov - 6 dec ;1 001;;;;
;;;;;;;;;;;;;;;;;;;;;;
2005;November;Temo;27,6;9,4;6,5;4;35,7;6,1;4,8;;2,7;47,5;46,6;0,9;18,2;25/nov;8 - 23 nov;2 499;;;;
2005;November;Ruab;32;9,4;6,3;3,3;34;4,3;5,8;;4,9;51,0;44,1;6,9;27,7;21/nov;7 - 17 nov;2 499;;;;
2005;November;Sifo;27,4;10,7;5,2;4,3;36,1;5;4,8;;2,8;47,6;45,9;1,7;17,6;13/nov;31 okt - 10 nov ;1 899;;;;
2005;November;Skop;24;12,8;6,9;6,2;36,7;5,2;4,7;;3,5;49,9;46,6;3,3;9;13/nov;19 okt - 12 nov;1 157;;;;
2005;November;Demoskop;31,3;9,3;6,7;3,1;33,1;7,3;4,2;;5,0;50,4;44,6;5,8;14,1;03/nov;25 okt - 1 nov;1 002;;;;
;;;;;;;;;;;;;;;;;;;;;;
2005;Oktober;Temo;31,6;9,4;5,6;4,3;32,1;5,9;4,6;;1,9;50,9;42,6;8,3;19;28/okt;11 - 26 okt;2 489;;;;
2005;Oktober;Sifo;30,2;9,1;5,3;4,8;33,7;6,4;4,3;;6,2;49,4;44,4;5,0;;16/okt;3 - 13 okt;1 875;;;;
2005;Oktober;Skop;26,4;10,5;6,6;5,2;36,5;5,5;5,9;;3,5;48,7;47,9;0,8;8;15/okt;21 sept - 12 okt;1 117;;;;
2005;Oktober;Ruab;30,8;8,8;5,2;4,5;34,4;4,5;5,3;;6,5;49,3;44,2;5,1;28;14/okt;3 - 12 okt;2 078;;;;
2005;Oktober;Demoskop;30,8;11;4,7;3,3;35,3;5,9;4,2;;4,8;49,8;45,4;4,4;15,8;06/okt;27 sept - 4 okt;1 002;;;;
2005;Oktober;Temo;31,4;8,7;6,8;3,7;35,5;5,7;4,7;;3,5;50,6;45,9;4,7;20;01/okt;19 - 29 sept;1 952;;;;
;;;;;;;;;;;;;;;;;;;;;;
2005;September;Sifo;30,5;10,2;5,7;4,7;34,3;5,5;6,1;;3,0;51,1;45,9;5,2;15,3;18/sep;5 - 15 sept;1 897;;;;
2005;September;Temo;32,5;10,1;6,3;4;34,4;5,6;4,3;;2,8;52,9;44,3;8,6;20,7;17/sep;29 aug - 15 sept;3 002;;;;
2005;September;Skop;25,6;11,2;5,9;8,3;36,1;6,6;3,8;;2,5;51,0;46,5;4,5;;17/sep;23 aug - 15 sept;1 146;;;;
2005;September;Ruab;32,7;8,9;6,9;3,7;35,1;6,4;4,5;;1,8;52,2;46,0;6,2;28;12/sep;30 aug - 8 sept ;2 057;;;;
2005;September;Demoskop;30,6;8,7;5,8;4;35,8;8,1;4,4;;2,6;49,1;48,3;0,8;16,4;06/sep;30 aug - 5 sept;1 000;;;;
;;;;;;;;;;;;;;;;;;;;;;
2005;Augusti;Sifo;30;12,9;6;4,6;32,1;6,3;5,4;;2,7;53,5;43,8;9,7;;28/aug;15 - 25 aug;1 893;;;;
2005;Augusti;Temo;32,2;11,2;5,7;4,3;34,1;6,1;4,4;;2,0;53,4;44,6;8,8;22,6;26/aug;8 - 25 aug;3 273;;;;
2005;Augusti;Skop;27,1;13,9;5,9;6,3;33,3;5,9;5,7;;1,9;53,2;44,9;8,3;8;20/aug;25 juli - 18 aug;1 190;;;;
2005;Augusti;Skop;27,9;11,6;7,5;6,9;33,2;5,8;5,3;;1,8;53,9;44,3;9,6;10;04/aug;21 - 25 juli ;1 110;;;;
;;;;;;;;;;;;;;;;;;;;;;
2005;Juli;Demoskop;35,8;9,7;6,5;4,3;29,3;6,2;4,7;;3,5;56,3;40,2;16,1;13,9;06/jul;28 juni - 6 juli;1 002;;;;
;;;;;;;;;;;;;;;;;;;;;;
2005;Juni;Skop;24,6;13;6;6,6;34;6,9;5,3;;3,6;50,2;46,2;4,0;;27/jun;;;;;;
2005;Juni;Temo;31,7;11,8;7,2;3,8;30,8;6,7;5,4;;2,6;54,5;42,9;11,6;22,2;23/jun;7 - 21 juni;2 571;;;;
2005;Juni;Sifo;29;12;5,6;5,5;31,4;6,5;6,3;;3,7;52,1;44,2;7,9;;19/jun;6 - 16 juni;1 888;;;;
2005;Juni;SCB;27,7;11,7;6,5;4,4;34,7;7;4,4;;3,5;50,3;46,1;4,2;;16/jun;2 - 26 maj;9 326;;;;
2005;Juni;Ruab;34,5;11;4,9;3,3;31,9;6,6;4,6;;3,2;53,7;43,1;10,6;27,6;10/jun;30 maj - 8 juni;2 169;;;;
2005;Juni;Demoskop;27,9;14,5;6,6;4,1;32;6,6;5,6;;2,7;53,1;44,2;8,9;16,4;08/jun;31 maj - 7 juni;1 000;;;;
;;;;;;;;;;;;;;;;;;;;;;
2005;Maj;Temo;29,3;11,8;5,4;3,9;34,6;7;4,8;;3,0;50,4;46,4;4,0;19,4;27/maj;10 - 25 maj;2 368;;;;
2005;Maj;Skop;26,2;12,3;6;7,3;34,9;6,8;4,5;;2,0;51,8;46,2;5,6;6;19/maj;28 april - 17 maj;1 100;;;;
2005;Maj;Sifo;29,1;12,1;6,2;5,3;32,3;6,7;4,2;;4,1;52,7;43,2;9,5;;15/maj;2 - 11 maj;1 890;;;;
2005;Maj;Demoskop;27,9;13,8;4,8;4,5;35,8;5,5;3,9;;3,7;51,0;45,2;5,8;12,4;10/maj;27 april - 9 maj;1 001;;;;
2005;Maj;Zapera;29,9;13,5;6,1;5;26,1;7,7;4,9;;6,8;54,5;38,7;15,8;;01/maj;27 - 30 april;1 012;;;;
;;;;;;;;;;;;;;;;;;;;;;
2005;April;Temo;30,1;13,5;5,9;4;32,3;5;5;;4,1;53,5;42,3;11,2;23;29/apr;12 - 27 april;2 381;;;;
2005;April;Sifo;28,8;11,4;6,2;5,4;31,3;6,6;5,6;;4,7;51,8;43,5;8,3;;17/apr;4 - 14 april ;1 910;;;;
2005;April;Skop;27;11,4;5,8;5,2;33;7,7;6,8;;3,1;49,4;47,5;1,9;7;16/apr;29 mars - 14 april ;1 103;;;;
2005;April;Demoskop;30,4;12;5,5;4,4;30,8;6,9;7,1;;3,0;52,3;44,8;7,5;12,8;07/apr;30 mars - 6 april;1 001;;;;
;;;;;;;;;;;;;;;;;;;;;;
2005;Mars;Temo;29;13,2;5;4,1;33,2;6,6;6;;2,9;51,3;45,8;5,5;19,4;26/mar;7 - 22 mars;2 619;;;;
2005;Mars;Skop;21,3;16,4;5,3;6,2;36,8;6,6;4,8;;2,6;49,2;48,2;1,0;6;25/mar;28 feb - 23 mars;1 200;;;;
2005;Mars;Ruab;31,5;10,8;5,8;4,3;31,3;6,9;6,1;;3,3;52,4;44,3;8,1;27,4;21/mar;10 - 19 mars;2 079;;;;
2005;Mars;Sifo;26,6;12,9;6,2;5,5;33;7,1;6,1;;2,5;51,2;46,2;5,0;;13/mar;28 feb - 10 mars ;1 896;;;;
2005;Mars;Demoskop;28,4;13,8;5,7;5,6;30,2;6,8;6,7;;2,8;53,5;43,7;9,8;13,7;06/mar;23 feb - 2 mars;1 004;;;;
;;;;;;;;;;;;;;;;;;;;;;
2005;Februari;TEMO;27,5;11,1;6,3;3,6;34,4;7,6;6,8;;2,7;48,5;48,8;-0,3;20;27/feb;9 - 23 feb;2 190;;;;
2005;Februari;Sifo;24,7;13,1;6,2;4,9;38;5,7;5,3;;2,1;48,9;49,0;-0,1;;13/feb;31 jan - 10 feb;1 893;;;;
2005;Februari;Skop;21,6;13,6;5,7;6,5;38,1;6,6;5,2;;2,6;47,4;49,9;-2,5;;13/feb;20 jan - 8 feb;1 200;;;;
2005;Februari;Demoskop;30,4;12,5;5,8;3,3;33,7;5,6;4,6;;4,2;52,0;43,9;8,1;12,6;03/feb;26 jan - 2 feb ;1 001;;;;
;;;;;;;;;;;;;;;;;;;;;;
2005;Januari;Zapera;28,6;13;7,5;3,5;34,1;6,7;4,5;;2,1;52,6;45,3;7,3;;31/jan;27 - 30 jan ;1 009;;;;
2005;Januari;TEMO;27,6;11,6;6,6;3;36,1;7,4;5,2;;2,5;48,8;48,7;0,1;16,4;29/jan;10 - 26 jan;2 661;;;;
2005;Januari;Sifo;24,3;12,8;6,6;5,3;35;7,3;5,7;;3,0;49,0;48,0;1,0;;23/jan;10 - 20 jan;1 907;;;;
2005;Januari;Ruab;28,6;11,4;5,2;4,3;35,3;6,6;5,1;;3,5;49,5;47,0;2,5;28,9;17/jan;11 - 15 jan;2 123;;;;
2005;Januari;Demoskop;27,4;12,5;6,7;4,7;37,5;6,7;2,7;;1,8;51,3;46,9;4,4;17,1;12/jan;4 - 11 jan;1 003;;;;
;;;;;;;;;;;;;;;;;;;;;;
2004;December;Skop;19,9;13,3;6,2;7;38;7,8;4;;3,8;46,4;49,8;-3,4;6;19/dec;22 nov - 15 dec;1 195;;;;
2004;December;Sifo;25,1;12,7;6,5;4,6;35,5;7;5,7;;2,9;48,9;48,2;0,7;;19/dec;6 dec - 16 dec;1 886;;;;
2004;December;TEMO;27,9;10,7;5,9;4,9;35,4;8,1;4,8;;2,2;49,4;48,3;1,1;17,2;17/dec;25 nov - 15 dec;2 862;;;;
2004;December;SCB;23,4;12;6,7;5,5;37,9;7,6;4,7;;2,2;47,6;50,2;-2,6;;09/dec;1 nov - 26 nov;9 201;;;;
2004;December;Demoskop;25,9;10,9;6,8;4;39;5,8;5,2;;2,4;47,6;50,0;-2,4;13,8;06/dec;24 nov - 1 dec;1 001;;;;
;;;;;;;;;;;;;;;;;;;;;;
2004;November;TEMO;28,2;11,7;6,5;4,4;34,6;6,5;6,2;;1,9;50,8;47,3;3,5;18,6;26/nov;11 nov - 24 nov ;1 910;;;;
2004;November;Skop;19,8;13,4;5,6;6,4;39,9;7,9;5,2;;1,9;45,2;53,0;-7,8;8;22/nov;30 okt - 18 nov;1 225;;;;
2004;November;TEMO;26,2;10,5;5,9;3,9;36,2;8,4;6,5;;2,5;46,5;51,1;-4,6;15,9;12/nov;28 okt - 10 nov;1 916;;;;
2004;November;Sifo;24,7;12,7;6,3;5,2;36,9;6,7;5,2;;2,3;48,9;48,8;0,1;;11/nov;27 okt - 9 nov;1 875;;;;
2004;November;Demoskop;27,4;9,7;6,9;3,6;39,1;7,6;3,6;;2,0;47,6;50,3;-2,7;11,4;04/nov;25 okt - 1 nov;1 000;;;;
;;;;;;;;;;;;;;;;;;;;;;
2004;Oktober;TEMO;29,4;9,9;5,7;4;37,6;6,6;5,1;;1,7;49,0;49,3;-0,3;15,6;29/okt;14 - 27 okt;1 972;;;;
2004;Oktober;Sifo;24,3;12;7,7;5,7;36,3;7,1;4,1;;2,8;49,7;47,5;2,2;;17/okt;4 okt - 14 okt;1 882;;;;
2004;Oktober;TEMO;28,8;10,9;5,4;4,1;35;8,2;5,3;;2,3;49,2;48,5;0,7;17,9;15/okt;23 sept - 13 okt;2 846;;;;
2004;Oktober;Demoskop;27,7;12,9;5,7;2,7;33,8;9,1;5,7;;2,4;49,0;48,6;0,4;;06/okt;28 sept - 5 okt;1 009;;;;
;;;;;;;;;;;;;;;;;;;;;;
2004;September;Ruab;27,1;11;5,5;4;34,7;8,8;5,9;;2,9;47,6;49,4;-1,8;27,1;27/sep;14 sept - 22 sept;;;;;
2004;September;TEMO;26,6;11,7;6,3;4,5;33,1;9,9;5,3;;2,6;49,1;48,3;0,8;15,2;24/sep;25 aug - 22 sept;3 779;;;;
2004;September;Skop;20,1;13,1;6,9;7;37,6;7,9;4,6;;2,8;47,1;50,1;-3,0;8;19/sep;27 aug - 18 sept;1 300;;;;
2004;September;Sifo;23,5;12,4;8;5,2;33,1;9;5,4;;3,4;49,1;47,5;1,6;;19/sep;6 - 16 sept ;1 879;;;;
2004;September;Demoskop;27,3;10,2;6,7;5,6;33;10,5;5,8;;0,9;49,8;49,3;0,5;;06/sep;24 aug - 1 sept;1 001;;;;
;;;;;;;;;;;;;;;;;;;;;;
2004;Augusti;Sifo;23,2;12,8;6,5;6,4;34,6;8,8;5,9;;1,8;48,9;49,3;-0,4;;29/aug;16 - 26 aug;1 890;;;;
2004;Augusti;TEMO;23,5;9,8;6,7;5,2;35,9;10,8;6,1;;1,9;45,2;52,8;-7,6;16,2;27/aug;9 - 25 aug;2 620;;;;
2004;Augusti;Demoskop;23,3;13,4;5,4;6,1;34,6;9,4;5,1;;2,9;48,2;49,1;-0,9;13,6;01/aug;;1 000;;;;
;;;;;;;;;;;;;;;;;;;;;;
2004;Juli;Skop;18,5;12,6;6,8;6,9;37,6;9;5,8;;2,8;44,8;52,4;-7,6;7;18/jul;19 juni - 8 juli;1 050;;;;
2004;Juli;Demoskop;23,7;11,9;6,2;5,1;33,8;10,3;5,9;;3,1;46,9;50,0;-3,1;16,5;01/jul;;1 000;;;;
;;;;;;;;;;;;;;;;;;;;;;
2004;Juni;TEMO;22,9;10,7;6,8;4,8;35,2;11,8;5,9;;1,9;45,2;52,9;-7,7;19,8;25/jun;27 maj - 23 juni;4 054;;;;
2004;Juni;SCB;21,6;11,7;6,6;6,2;37,7;9,5;4,6;;2,2;46,1;51,8;-5,7;;17/jun;3 - 27 maj;7 041;;;;
2004;Juni;Demoskop;19,7;12,3;6,4;5,6;38,4;9,4;5,4;;2,8;44,0;53,2;-9,2;15,4;01/jun;;1 000;;;;
;;;;;;;;;;;;;;;;;;;;;;
2004;Maj;TEMO;23,4;11,7;5,5;5;37,3;10,7;4,6;;1,8;45,6;52,6;-7,0;16,1;28/maj;29 april - 26 maj;2 691;;;;
2004;Maj;Skop;19,1;13,3;7;6,5;37,9;9,9;3,3;;2,9;45,9;51,1;-5,2;7;16/maj;16 april - 14 maj;1 218;;;;
2004;Maj;Sifo;20,6;11,6;4,6;6,4;38,5;10;5,5;;2,8;43,2;54,0;-10,8;;16/maj;3 - 13 maj;1 884;;;;
2004;Maj;Demoskop;19,8;11,7;6,5;5,8;39,6;7,1;5,2;;4,2;43,8;51,9;-8,1;13,5;01/maj;;1 000;;;;
;;;;;;;;;;;;;;;;;;;;;;
2004;April;TEMO;24,8;11,3;5,4;4;38,6;9,1;5,2;;1,7;45,5;52,9;-7,4;14,9;30/apr;25 mars - 28 april ;3 762;;;;
2004;April;Skop;19,1;12,9;5,9;7,4;38,7;8,8;5,2;;2,1;45,3;52,7;-7,4;7;18/apr;17 mars - 10 april;1 157;;;;
2004;April;Sifo;20,8;12,8;6,6;5,6;38,2;8,5;4,9;;2,6;45,8;51,6;-5,8;;18/apr;5 - 15 april ;1 895;;;;
2004;April;Ruab;25,7;9,1;5,7;3,8;38,3;9,9;5,7;;1,8;44,3;53,9;-9,6;26;03/apr;23 - 31 mars;;;;;
2004;April;Demoskop;20;11;7,5;6,7;36;9,7;5,8;;3,2;45,2;51,5;-6,3;16,6;01/apr;;1 000;;;;
;;;;;;;;;;;;;;;;;;;;;;
2004;Mars;TEMO;24,1;10,5;5,9;5,2;38;9,5;5,4;;1,3;45,7;52,9;-7,2;15,6;26/mar;26 feb - 24 mars;2 854;;;;
2004;Mars;Skop;17,7;14,4;5,9;7,8;38,1;8,4;4,6;;3,1;45,8;51,1;-5,3;7;14/mar;16 febr - 12 mars;1 773;;;;
2004;Mars;Sifo;19,6;12,7;5,8;5,9;39,5;8,6;5,2;;2,7;44,0;53,3;-9,3;;14/mar;1 - 11 mars;1 894;;;;
2004;Mars;Demoskop;21,5;12,3;5,9;6;36,2;10,7;4,9;;2,5;45,7;51,8;-6,1;10,4;01/mar;;1 000;;;;
;;;;;;;;;;;;;;;;;;;;;;
2004;Februari;Skop;17,3;14,5;6,7;7,1;38,4;9,6;4,6;;1,8;45,6;52,6;-7,0;;27/feb;19 jan - 20 feb;1 200;;;;
2004;Februari;TEMO;22,1;12;5,6;5,8;36,9;10,8;5,2;;1,5;45,5;52,9;-7,4;15,1;27/feb;29 jan - 25 feb;3 534;;;;
2004;Februari;Sifo;21,1;13,7;5,3;5,5;38,7;9;4,4;;2,3;45,6;52,1;-6,5;;15/feb;2 - 12 feb;1 907;;;;
2004;Februari;ZAPERA;24,4;13;6,3;6,1;34;9,7;4;;2,6;49,8;47,7;2,1;;01/feb;2 - 5 feb;1 056;;;;
2004;Februari;Demoskop;18,9;12,8;6,6;7,8;36,2;9,3;4,9;;3,4;46,1;50,4;-4,3;11,1;01/feb;;1 000;;;;
;;;;;;;;;;;;;;;;;;;;;;
2004;Januari;TEMO;24,7;11,5;5,5;4,5;37,7;10;4,8;;1,4;46,2;52,5;-6,3;16,1;30/jan;12 - 28 jan;2 707;;;;
2004;Januari;Skop;18;13;6,7;7,8;39;9,5;4,8;;1,3;45,5;53,3;-7,8;7;26/jan;17 dec - 20 jan;1 169;;;;
2004;Januari;Sifo;20,6;13;6;7;36,4;9,5;5,4;;2,1;46,6;51,3;-4,7;;18/jan;7 jan - 15 jan;1 914;;;;
2004;Januari;Demoskop;20,2;12,8;7,1;7,3;36,6;9,9;4,6;;1,6;47,4;51,1;-3,7;12,7;01/jan;;1 000;;;;
;;;;;;;;;;;;;;;;;;;;;;
2003;December;Skop;16,3;14,2;7,6;7,4;36,2;9,3;5,6;;3,3;45,5;51,1;-5,6;8;22/dec;18 nov - 13 dec;1 163;;;;
2003;December;Sifo;20,8;13;7;6,6;36,9;8,3;4,9;;2,5;47,4;50,1;-2,7;;21/dec;17 nov - 18 dec;4 686;;;;
2003;December;TEMO;24,6;11,1;6,6;5,2;35,4;11,3;4,5;;1,2;47,5;51,2;-3,7;10,3;19/dec;8 - 17 dec;1 535;;;;
2003;December;SCB;20;13,6;6,6;7;36,9;9,3;4,5;;2,2;47,2;50,7;-3,5;;11/dec;3 - 24 nov;;;;;
;;;;;;;;;;;;;;;;;;;;;;
2003;November;TEMO;25,7;14,1;6,2;5,4;35,1;8,1;4,2;;1,2;51,4;47,4;4,0;12,8;28/nov;17 - 26 nov;1 534;;;;
2003;November;Sifo;19,8;13,7;6,9;6,9;36,8;8,9;4,7;;2,3;47,3;50,4;-3,1;;16/nov;20 okt - 13 nov;;;;;
2003;November;Skop;19,4;14,4;6,8;8,5;38,6;7,1;4,9;;0,3;49,1;50,6;-1,5;7;09/nov;20 okt - 7 nov;1 159;;;;
;;;;;;;;;;;;;;;;;;;;;;
2003;Oktober;TEMO;23,6;12,5;6,7;5,8;35,7;9,2;5,8;;0,8;48,6;50,7;-2,1;10,5;31/okt;20 - 29 okt;1 572;;;;
2003;Oktober;Skop;16;13,6;6,3;8,8;40,5;8,6;4,8;;1,3;44,7;53,9;-9,2;9;19/okt;19 sep - 11 okt;1 188;;;;
2003;Oktober;Sifo;18;12,7;6,4;7,1;38,9;8,3;5,8;;2,8;44,2;53,0;-8,8;14,4;19/okt;22 sep - 16 okt;;;;;
;;;;;;;;;;;;;;;;;;;;;;
2003;September;TEMO;19,6;13,4;7,3;5,5;38,1;8,9;5,9;;1,4;45,8;52,9;-7,1;10,3;26/sep;15 - 24 sep;1 599;;;;
2003;September;Sifo;17;13,6;6,9;7,2;37,8;9,9;4,9;;2,7;44,7;52,6;-7,9;;21/sep;25 aug - 18 sep;;;;;
2003;September;Skop;14,6;14,5;6,9;9,2;37,4;9,2;5,3;;2,8;45,2;51,9;-6,7;7;10/sep;18 aug - 4 sept;1 186;;;;
2003;September;Ruab;22;16,1;6,5;4,7;33,4;11,2;5,2;;0,9;49,3;49,8;-0,5;;08/sep;17 aug - 3 sept;;;;;
2003;September;Ruab;23,2;14,3;6,2;6,1;35,2;8,9;4,8;;1,3;49,8;48,9;0,9;;01/sep;19 - 27 augusti;;;;;
;;;;;;;;;;;;;;;;;;;;;;
2003;Augusti;TEMO;18,8;13;6,5;7,7;36,7;9,6;5,7;;2,1;46,0;52,0;-6,0;11,8;29/aug;18 - 27 augusti;1 615;;;;
2003;Augusti;Ruab;19,8;13;5,1;7,4;40,1;9,1;4,5;;1,0;45,3;53,7;-8,4;;25/aug;11 - 19 augusti;;;;;
2003;Augusti;Sifo;18;13,7;6,8;8;37,6;8,5;4,8;;2,6;46,5;50,9;-4,4;19,6;24/aug;4 - 21 augusti;;;;;
2003;Augusti;Gallup;18,9;14;7;6,5;38,5;8,5;5,1;;1,5;46,4;52,1;-5,7;;15/aug;4 - 12 augusti;;;;;
;;;;;;;;;;;;;;;;;;;;;;
2003;Juli;Skop;16,5;14,1;7,6;8;37,8;9,3;4,6;;2,0;46,2;51,7;-5,5;11;01/jul;16 juni - 15 juli;1 398;;;;
2003;Juli;Ruab;19,5;14,3;6,6;5,2;38,7;9,4;5,5;;0,8;45,6;53,6;-8,0;;04/jul;23 - 26 juni;;;;;
;;;;;;;;;;;;;;;;;;;;;;
2003;Juni;TEMO;17,6;14,3;8,1;6,2;37,7;8,9;5,4;;1,7;46,2;52,0;-5,8;9,4;27/jun;16 - 25 juni;1 487;;;;
2003;Juni;Sifo;17,7;13,9;6,6;7,9;36,6;8,7;5,7;;2,9;46,1;51,0;-4,9;;22/jun;19 maj - 17 juni;;;;;
2003;Juni;SCB;16,8;14,5;6,5;8,2;38,3;9,1;4,6;;2,1;46,0;52,0;-6,0;;10/jun;5 maj - 1 juni;;;;;
;;;;;;;;;;;;;;;;;;;;;;
2003;Maj;Ruab;21,1;14,5;4,9;5,8;39,4;9;3,9;;1,4;46,3;52,3;-6,0;;26/maj;12 - 21 maj;;;;;
2003;Maj;TEMO;19,4;16,8;5,6;7;35,5;9,6;4,3;;1,9;48,8;49,4;-0,6;9,7;23/maj;12 - 21 maj;;;;;
2003;Maj;Sifo;16,6;14,3;6,4;7,7;38,4;8,2;5,7;;2,7;45,0;52,3;-7,3;17,7;18/maj;21 apr - 15 maj;;;;;
;;;;;;;;;;;;;;;;;;;;;;
2003;April;TEMO;18,5;15,1;5,9;5,9;38,5;9,1;5,4;;1,6;45,4;53,0;-7,6;9;25/apr;14 - 23 apr;;;;;
2003;April;Sifo;15,5;13,9;6,6;8,3;40,4;7,9;5,2;;2,2;44,3;53,5;-9,2;;20/apr;17 mar - 15 apr;;;;;
2003;April;Ruab;15,2;13,9;6,2;6,6;43,4;7,4;5;;2,3;41,9;55,8;-13,9;;15/apr;1 - 9 april;;;;;
2003;April;Demoskop;16,5;13,4;6,6;7,7;39,1;9,2;4,4;;3,1;44,2;52,7;-8,5;;08/apr;25 mar- 4 apr;;;;;
;;;;;;;;;;;;;;;;;;;;;;
2003;Mars;TEMO;17,7;12,2;5,1;7,7;42,1;8,7;5,1;;1,3;42,7;55,9;-13,2;7,7;28/mar;17 - 26 mars;;;;;
2003;Mars;Sifo;16,2;13,2;6,1;9,2;41;7,6;4,4;;2,3;44,7;53,0;-8,3;;16/mar;17 feb - 13 mar;;;;;
2003;Mars;Ruab;17;15,9;4,6;8,3;42;7;4,4;;0,8;45,8;53,4;-7,6;;10/mar;24 feb - 5 mar;;;;;
2003;Mars;Demoskop;17;14;6;8,4;39,7;7,6;4,7;;2,6;45,4;52,0;-6,6;;07/mar;25 feb - 4 mar;;;;;
;;;;;;;;;;;;;;;;;;;;;;
2003;Februari;TEMO;17,4;13,6;5,1;7,9;41,8;7,7;5,1;;1,4;44,0;54,6;-10,6;8,6;28/feb;17-26 feb ;;;;;
2003;Februari;Sifo;14,9;14,8;5,7;8,6;41,7;6,9;4,6;;2,8;44,0;53,2;-9,2;;14/feb;27 jan - 13 feb;;;;;
2003;Februari;Demoskop;16,9;13,4;6,2;9,1;41;7,5;4,8;;2,3;45,6;53,3;-7,7;11,3;04/feb;28 jan - 3 feb;;;;;
;;;;;;;;;;;;;;;;;;;;;;
2003;Januari;TEMO;17,9;15;6,3;6,3;40,8;8,7;3,6;;1,4;45,5;53,1;-7,6;8,1;31/jan;20 - 29 jan;;;;;
2003;Januari;Sifo;16,9;14,8;6,2;7,7;39,8;8,1;4,3;;2,2;45,6;52,2;-6,6;;26/jan;6 jan - 23 jan;;;;;
;;;;;;;;;;;;;;;;;;;;;;
2002;December;Sifo;15,8;13,9;6,3;7,8;40,2;9;4,4;;2,6;43,8;53,6;-9,8;;22/dec;18 nov - 18 dec;;;;;
2002;December;TEMO;18,7;13,2;4,9;7,8;41,1;9,7;3,2;;1,3;44,6;54,0;-9,4;9,9;20/dec;9 - 18 dec;;;;;
2002;December;SCB;15,3;13,7;5,8;8,5;41,3;9,1;3,9;;2,5;43,3;54,3;-11,0;;12/dec;4 - 27 nov;;;;;
2002;December;Ruab;18,1;15;4,6;6,6;41,3;8,2;4,4;;1,8;44,3;53,9;-9,6;;09/dec;25 nov - 3 dec;;;;;
2002;December;Demoskop;14,4;15,2;6,6;8,1;40;9,2;3,6;;2,8;44,3;52,8;-8,5;9;06/dec;nov-dec;;;;;
;;;;;;;;;;;;;;;;;;;;;;
2002;November;TEMO;17,6;14,4;5,4;6,1;42,2;8,3;4,8;;1,2;43,5;55,3;-11,8;7,8;29/nov;18 - 27 nov;;;;;
