År;Månad;Företag;M;FP;C;KD;S;V;MP;SD;Övriga;M FP C KD (1);S V MP (2);(1) - (2);Osäkra;Publicerad;Intervjperiod;Intervjuer;FI;PP;;
2002;November;Gallup;13,5;13,4;5,5;8,6;42,3;8,1;5,1;;3,5;41,0;55,5;-14,5;6,6;23/nov;4 - 21 nov;;;;;
2002;November;Sifo;14,9;14,7;6,3;8,5;39,8;8,5;4,4;;2,9;44,4;52,7;-8,3;;17/nov;21 okt - 14 nov;;;;;
2002;November;Demoskop;13,9;14,9;5;8,5;39,6;9,2;4,7;;4,2;42,3;53,5;-11,2;;08/nov;29 okt - 5 nov;;;;;
;;;;;;;;;;;;;;;;;;;;;;
2002;Oktober;Gallup;14,9;13,6;6,3;7,4;41,3;8,8;4,3;;3,4;42,2;54,4;-12,2;;26/okt;7 - 24 okt;;;;;
2002;Oktober;TEMO;15,3;14,7;6,5;7,3;42,4;7,9;3,7;;2,1;43,8;54,0;-10,2;7,3;25/okt;14 - 23 okt;;;;;
2002;Oktober;Sifo;15;14,6;6,4;7,7;41,7;8,2;3,7;;2,7;43,7;53,6;-9,9;;20/okt;1 - 17 okt;;;;;
2002;Oktober;Demoskop;14,5;11,9;5,4;9,6;41,7;9,2;4,8;;2,9;41,4;55,7;-14,3;5,1;01/okt;24 sep - 1 okt;;;;;
2002;Oktober;Gallup;13,4;16,1;6,1;7,5;42,3;8,4;4,1;;2,2;43,1;54,8;-11,7;5,9;01/sep;26-Sep;;;;;
;;;;;;;;;;;;;;;;;;;;;;
2002;September;SVT VALU;15,2;13;6,8;9,3;37,3;10;5,1;;3,3;44,3;52,4;-8,1;;15/sep;5 - 15 sep;;;;;
2002;September;Demoskop valdag;17,8;12,9;5,3;9,7;37,1;9,8;4,4;;3,0;45,7;51,3;-5,6;13,6;15/sep;15-Sep;;;;;
2002;September;Zapera exit;17,4;13,2;5;10,7;36,7;9,4;4,4;;3,2;46,3;50,5;-4,2;;15/sep;15-Sep;;;;;
2002;September;Ruab;17,1;15,1;6,8;8,5;37,3;9,1;4,5;;1,6;47,5;50,9;-3,4;;14/sep;4 - 11 sep;;;;;
2002;September;Skop;17,7;12,6;5,2;11,5;37,5;10;4,3;;1,2;47,0;51,8;-4,8;12;14/sep;7 - 13 sep;;;;;
2002;September;Sifo;18,2;12,6;5,3;10,2;37,1;9,7;4,6;;2,3;46,3;51,4;-5,1;;14/sep;11 - 12 sep;;;;;
2002;September;TEMO;18,2;13,8;4,9;9,2;36,5;9,8;5,3;;2,4;46,1;51,6;-5,5;9,5;14/sep;11 - 12 sep;;;;;
2002;September;Gallup;16,7;12,6;5,7;9,8;36,2;10,9;4,9;;3,3;44,8;52,0;-7,2;9,3;13/sep;10 - 12 sep;;;;;
2002;September;Skop;17,6;11,6;5,7;12,1;35,7;11,5;4,7;;1,2;47,0;51,9;-4,9;12;13/sep;6 - 12 sep;;;;;
2002;September;Demoskop;20,4;12;4;10,3;36,3;9,3;4,2;;3,4;46,7;49,8;-3,1;13,6;13/sep;6 - 11 sep;;;;;
2002;September;Ruab;17,1;14,3;5,9;8,3;39,5;8,9;4,2;;1,8;45,6;52,6;-7,0;;13/sep;4 - 11 sep;;;;;
2002;September;Sifo;19,9;13,1;4,9;9,7;35,7;10,3;4,7;;1,7;47,6;50,7;-3,1;11,4;13/sep;8 - 11 sep;;;;;
2002;September;TEMO;17,9;14,6;5;9;36,1;9,7;4,9;;2,8;46,5;50,7;-4,2;9,8;13/sep;9 - 11 sep;;;;;
2002;September;Skop;18;11;5,5;12,5;35,6;11,6;4;;1,7;47,0;51,2;-4,2;;12/sep;5 - 11 sep;;;;;
2002;September;Sifo;19,3;13;4,9;9,9;36,3;9,6;4,1;;2,9;47,1;50,0;-2,9;12,1;12/sep;7 - 10 sep;;;;;
2002;September;TEMO;17,8;14;5,6;9,8;36;9,4;4,3;;3,1;47,2;49,7;-2,5;9,5;12/sep;7 - 10 sep;;;;;
2002;September;Skop;17,4;11,8;5,1;11,4;35,5;12,1;4,3;;2,4;45,7;51,9;-6,2;;11/sep;4 - 10 sep;;;;;
2002;September;Sifo;20;12,1;4,8;10,7;36,7;9,3;4;;2,4;47,6;50,0;-2,4;13,9;11/sep;6 - 9 sep;;;;;
2002;September;TEMO;18;13,3;5,2;9,3;36,8;9,5;4,4;;3,6;45,8;50,7;-4,9;8,7;11/sep;6 - 9 sep;;;;;
2002;September;Skop;17,7;11,2;5,1;11,4;34,6;12,8;4,7;;2,5;45,4;52,1;-6,7;12;10/sep;3 - 9 sep;;;;;
2002;September;Sifo;18,5;11,6;4,7;11,4;38,1;8,6;4,9;;2,2;46,2;51,6;-5,4;13;10/sep;5 - 8 sep;;;;;
2002;September;TEMO;18;13,1;5,2;9,2;37,1;9,2;4,9;;3,2;45,5;51,2;-5,7;8,9;10/sep;5 - 8 sep;;;;;
2002;September;Skop;18,4;11,1;5,4;10,8;35;12,2;4,9;;2,2;45,7;52,1;-6,4;12;09/sep;2 - 8 sep;;;;;
2002;September;Sifo;20;10,2;4,6;12,3;38;8,4;4,2;;2,3;47,1;50,6;-3,5;13,9;09/sep;4 - 7 sep;;;;;
2002;September;TEMO;18,9;13,3;5,3;9,4;36,7;9,2;4,9;;2,3;46,9;50,8;-3,9;8,9;09/sep;4 - 7 sep;;;;;
2002;September;Sifo;20,1;9,2;5,2;11,8;38,6;9,3;3,9;;1,9;46,3;51,8;-5,5;13;08/sep;3 - 6 sep;;;;;
2002;September;TEMO;18,6;12,8;5,7;10,2;36;8,8;5,3;;2,6;47,3;50,1;-2,8;9,1;08/sep;3 - 6 sep;;;;;
2002;September;Skop;18,7;11,7;5,2;11,1;34,8;11,6;4,6;;2,1;46,7;51,0;-4,3;12;07/sep;1 - 6 sep;;;;;
2002;September;Sifo;20,7;9;5,2;11;39,8;8,4;3,8;;2,1;45,9;52,0;-6,1;12,1;07/sep;2 - 5 sep;;;;;
2002;September;TEMO;21,2;11,5;5,8;10,6;35,2;8,6;5,3;;1,8;49,1;49,1;0,0;9,1;07/sep;2 - 5 sep;;;;;
2002;September;Skop;19,5;11,3;4,5;10,8;36,7;10,7;4,3;;2,4;46,1;51,7;-5,6;12;06/sep;30 aug - 5 sep;;;;;
2002;September;Gallup;17,7;11,6;5,8;10,7;36,7;9,1;5,4;;2,9;45,8;51,2;-5,4;;06/sep;2 - 5 sep;;;;;
2002;September;Ruab;19,9;10,8;5,7;8,9;38,3;10,5;3,7;;2,2;45,3;52,5;-7,2;;06/sep;27 aug - 2 sep;;;;;
2002;September;Sifo;20,3;9,3;5,4;10;39,8;9,5;3,5;;2,2;45,0;52,8;-7,8;12,3;06/sep;1 - 4 sep;;;;;
2002;September;TEMO;20,9;11,2;6,1;10,3;35,5;9,2;5;;1,8;48,5;49,7;-1,2;8,9;06/sep;1 - 4 sep;;;;;
2002;September;Demoskop;20;9,2;5,4;10,6;34,7;13,2;4,5;;2,4;45,2;52,4;-7,2;10,9;05/sep;27 aug- 2 sep;;;;;
2002;September;Skop;19,9;10,8;4,6;10,1;36,9;10,5;4,8;;2,3;45,4;52,2;-6,8;12;05/sep;29 aug - 4sep;;;;;
2002;September;Sifo;19,9;9,6;5,4;10,2;38,6;10,1;3,6;;2,6;45,1;52,3;-7,2;11,9;05/sep;31 aug - 3sep;;;;;
2002;September;TEMO;20,2;11,3;6;10;34,7;8,9;5,7;;3,1;47,5;49,3;-1,8;9,3;05/sep;31 aug - 3 sep;;;;;
2002;September;Skop;20,3;10,3;4,8;11,1;36,4;9,8;4,8;;2,5;46,5;51,0;-4,5;12;04/sep;28 aug - 3 sep;;;;;
2002;September;Sifo;20,6;9,9;4,7;10,2;38,3;9,7;4,1;;2,5;45,4;52,1;-6,7;12,1;04/sep;30 aug - 2 sep;;;;;
2002;September;TEMO;20,3;10,4;6,6;10,1;34,4;10,2;5,3;;2,7;47,4;49,9;-2,5;9,9;04/sep;30 aug - 2 sep;;;;;
2002;September;Skop;20,9;10,8;4,7;11,3;36,3;9,8;4;;2,3;47,7;50,1;-2,4;12;03/sep;27 aug - 2 sep;;;;;
2002;September;Sifo;20,4;9,7;4,5;10,8;37,7;10,4;4;;2,5;45,4;52,1;-6,7;12,6;03/sep;29 aug - 1 sep;;;;;
2002;September;TEMO;19,5;9,5;6,2;10,4;35,1;11,4;5;;2,9;45,6;51,5;-5,9;9,9;03/sep;29 aug - 1 sep;;;;;
2002;September;Skop;20,6;9,8;5,2;12,1;36,4;9,5;4,1;;2,3;47,7;50,0;-2,3;12;02/sep;26 aug - 1 sep;;;;;
2002;September;Sifo;21,3;9;4,5;11,2;36,8;10,2;4,7;;2,3;46,0;51,7;-5,7;13,5;02/sep;28 - 31 aug;;;;;
2002;September;TEMO;18,9;9,5;5,7;11,8;34,8;11,3;4,9;;3,1;45,9;51,0;-5,1;10,4;02/sep;28 - 31 aug;;;;;
2002;September;Sifo;20,6;8,8;4,1;11;37,1;10,5;5,6;;2,3;44,5;53,2;-8,7;12,7;01/sep;24 - 30 aug;;;;;
2002;September;TEMO;18,8;8,7;5,7;12,5;35,2;11,2;5;;2,9;45,7;51,4;-5,7;11;01/sep;27 - 30 aug;;;;;
;;;;;;;;;;;;;;;;;;;;;;
2002;Augusti;Skop;20,8;9,4;5,3;11,9;37,1;9,5;4;;2,2;47,4;50,6;-3,2;11;31/aug;25 30 aug;;;;;
2002;Augusti;Ruab;21,5;8,4;5,2;8,8;41,6;9,2;3,4;;1,9;43,9;54,2;-10,3;;31/aug;20 -26 aug;;;;;
2002;Augusti;Sifo;20,2;8,4;5,1;11,4;36,3;11,1;5,6;;1,9;45,1;53,0;-7,9;13,6;31/aug;23 - 29 aug;;;;;
2002;Augusti;TEMO;18,8;8;5;12,7;37,1;10,6;4,9;;2,8;44,5;52,6;-8,1;10,2;31/aug;26 - 29 aug;;;;;
2002;Augusti;Skop;20,6;8;6,3;12,2;36,9;9,6;4,4;;2,6;47,1;50,9;-3,8;11;30/aug;23 - 29 aug;;;;;
2002;Augusti;Sifo;20,8;8,4;5,1;11,2;36,5;10,7;5,6;;1,7;45,5;52,8;-7,3;;30/aug;22 - 28 aug;;;;;
2002;Augusti;TEMO;18,9;8,1;4,9;12,8;38,2;9,8;5,1;;2,2;44,7;53,1;-8,4;10,7;30/aug;25 - 28 aug;;;;;
2002;Augusti;Gallup;21,6;8,7;5,2;12,2;35,3;10;4,7;;2,3;47,7;50,0;-2,3;;29/aug;24 - 28 aug;;;;;
2002;Augusti;Skop;20,6;8,2;6,7;11,6;37,1;9,4;4;;2,5;47,1;50,5;-3,4;;29/aug;22 - 28 aug;;;;;
2002;Augusti;Sifo;20,6;8,4;5,4;11,4;37,3;10,3;5;;1,6;45,8;52,6;-6,8;;29/aug;21 - 27 aug;;;;;
2002;Augusti;TEMO;19,5;7,6;4,8;11,8;38,6;10,3;5,4;;2,0;43,7;54,3;-10,6;10,1;29/aug;24 - 27 aug;;;;;
2002;Augusti;Skop;21,1;8,3;6,9;11,9;36,3;9,7;3,7;;2,0;48,2;49,7;-1,5;11;28/aug;21 -27 aug;;;;;
2002;Augusti;Sifo;20,6;7,5;5,8;11,9;38,9;9,4;4,3;;1,6;45,8;52,6;-6,8;;28/aug;20 - 26 aug;;;;;
2002;Augusti;TEMO;20,1;7,3;4,8;11,5;38,4;9,3;6,6;;2,1;43,7;54,3;-10,6;9,3;28/aug;23 - 26 aug;;;;;
2002;Augusti;Skop;20,3;8,8;6,7;11,4;36,5;10,3;3,9;;2,1;47,2;50,7;-3,5;10;27/aug;20 - 26 aug;;;;;
2002;Augusti;Skop;19,9;8,3;6,3;12,1;36,9;11;3,8;;1,7;46,6;51,7;-5,1;7;26/aug;19 - 25 aug;;;;;
2002;Augusti;Sifo;20,3;7,1;5,5;11,7;39,5;9,6;4,7;;1,6;44,6;53,8;-9,2;;25/aug;19-22 aug;;;;;
2002;Augusti;Ruab;22,3;7,9;4,9;8,3;41,1;10,2;3,6;;1,7;43,4;54,9;-11,5;;24/aug;12-19 aug;;;;;
2002;Augusti;Skop;19,5;7,7;6,5;12,6;36,4;11,8;3,7;;1,7;46,3;51,9;-5,6;8;24/aug;18-23 aug;;;;;
2002;Augusti;Skop;21,3;7,1;5,3;12,9;36,7;11,8;3,7;;1,2;46,6;52,2;-5,6;9;22/aug;15 - 21 aug;;;;;
2002;Augusti;Skop;23,4;7;5,6;10,3;38;11,1;3,4;;1,2;46,3;52,5;-6,2;12;18/aug;11 - 16 aug;;;;;
2002;Augusti;Sifo;22,1;6,1;5,9;11;39,3;9,1;3,8;;2,7;45,1;52,2;-7,1;;18/aug;12 - 15 aug;;;;;
2002;Augusti;Ruab;23,4;7,1;5;8,3;42,3;9;3,7;;1,2;43,8;55,0;-11,2;;17/aug;2 -11 aug;;;;;
2002;Augusti;TEMO;19,4;6,8;6;10,2;41,2;10,1;3,9;;2,3;42,4;55,2;-12,8;10,8;16/aug;5 - 14 aug;;;;;
2002;Augusti;Sifo;21,2;6,2;5,8;8,5;42,4;8,4;4,1;;3,7;41,7;54,9;-13,2;;11/aug;5 - 8 aug;;;;;
2002;Augusti;Gallup;22,8;4;5,3;11;38,7;10,8;4,2;;3,2;43,1;53,7;-10,6;;09/aug;15 juli - 6 aug;;;;;
2002;Augusti;Sifo;21,9;4,9;5,6;10,8;40,9;10,2;4,2;;1,5;43,2;55,3;-12,1;;04/aug;22 juli - 1 aug;;;;;
;;;;;;;;;;;;;;;;;;;;;;
2002;Juli;Gallup;22;4,5;5,9;10,2;40,6;9,7;4,5;;2,7;42,6;54,8;-12,2;13,7;01/jul;17 juni - 4 juli;;;;;
2002;Juli;Ruab;22,4;4,7;5;9,2;43,7;9,6;3,3;;2,1;41,3;56,6;-15,3;;01/jul;1 - 8 juli;;;;;
;;;;;;;;;;;;;;;;;;;;;;
2002;Juni;TEMO;22,2;5,7;7;8,5;38,9;10;4,4;;3,1;43,4;53,3;-9,9;9,9;28/jun;13 - 26 jun;;;;;
2002;Juni;Skop;21,2;5,3;5;10;39,7;11,2;3,8;;3,6;41,5;54,7;-13,2;;26/jun;20 maj - 20 jun;;;;;
2002;Juni;Sifo;21,1;5,2;6;9,4;42;9,2;4,5;;2,6;41,7;55,7;-14,0;;23/jun;20 maj - 18 jun;;;;;
2002;Juni;SCB;21,9;5,1;5,4;9,2;43,1;10,4;3,2;;1,7;41,6;56,7;-15,1;;15/jun;6-29 maj;;;;;
2002;Juni;Ruab;24,6;5,4;4,7;6,3;44,1;9,4;4;;1,5;41,0;57,5;-16,5;;12/jun;31 maj - 10 jun;;;;;
2002;Juni;Gallup;20,5;5,4;5,9;11,3;40,9;9,5;4,6;;1,9;43,1;55,0;-11,9;;12/jun;27 maj - 10 jun;;;;;
2002;Juni;Demoskop;21,7;3,8;4,7;9,6;45,6;8,6;3,9;;2,2;39,8;58,1;-18,3;10,9;10/jun;28 maj - 5 jun;;;;;
;;;;;;;;;;;;;;;;;;;;;;
2002;Maj;TEMO;24;5;6,2;9,2;39,8;9,3;4,3;;2,1;44,4;53,4;-9,0;10,8;31/maj;21-29 maj;;;;;
2002;Maj;Zapera;23,1;4,9;5;10,6;38,3;10,8;3,6;;3,7;43,6;52,7;-9,1;;01/maj;8-14 maj;;;;;
2002;Maj;Skop;21,4;4,7;6;10,7;40,8;10,4;3,9;;1,9;42,8;55,1;-12,3;;01/maj;18 apr - 18 maj;;;;;
2002;Maj;Sifo;22,8;4,3;5,4;8,9;43,9;9,5;3,8;;1,4;41,4;57,2;-15,8;;19/maj;23 apr-15 maj;;;;;
2002;Maj;Gallup;21,5;4,5;5,4;8,2;41,2;10,5;5,4;;3,3;39,6;57,1;-17,5;;18/maj;23 apr-14 maj;;;;;
2002;Maj;Ruab;21,8;4,2;3,8;6,6;48,9;9,7;3,6;;1,4;36,4;62,2;-25,8;;11/maj;26 apr-7 maj;;;;;
2002;Maj;Demoskop;22,4;5,5;6,4;8,1;40,9;11,3;3,7;;1,7;42,4;55,9;-13,5;12,7;01/maj;29 apr-6 maj;;;;;
;;;;;;;;;;;;;;;;;;;;;;
2002;April;Gallup;22,7;3,7;4,7;7,2;45,6;11,2;4,1;;0,8;38,3;60,9;-22,6;13,2;01/apr;2-16 apr;;;;;
2002;April;TEMO;21,9;4,1;4,8;10,9;41,7;12;4;;0,5;41,7;57,7;-16,0;11,3;26/apr;15-24 apr;;;;;
2002;April;Sifo;21,9;4,1;5,8;8,2;44;10,2;4,2;;1,6;40,0;58,4;-18,4;;21/apr;18 mar-18 apr;;;;;
2002;April;Zapera;22,8;5,2;5,5;9,9;38,9;12,6;3,1;;2,0;43,4;54,6;-11,2;;01/apr;9-14 apr;;;;;
2002;April;Ruab;22,7;5;5,6;6,8;45,8;9,4;3,3;;1,4;40,1;58,5;-18,4;;20/apr;9-17 apr;;;;;
2002;April;Skop;24,1;4,6;4,8;9,8;40,8;11;3,8;;1,1;43,3;55,6;-12,3;;01/apr;mar -apr;;;;;
2002;April;Demoskop;23;4,4;4,7;7,2;44,2;9,3;4;;3,1;39,3;57,5;-18,2;10,2;10/apr;26 mar- 2apr;;;;;
;;;;;;;;;;;;;;;;;;;;;;
2002;Mars;Gallup;22,8;3,5;6,2;8,3;44,7;10,3;2,6;;1,6;40,8;57,6;-16,8;15,7;30/mar;6-25 mars;;;;;
2002;Mars;TEMO;20,6;4,5;5;10,5;42,4;11;4,1;;2,0;40,6;57,5;-16,9;9,4;22/mar;11-20 mars;;;;;
2002;Mars;Zapera;22,5;5,3;5;10,9;38,8;12;4,1;;1,9;43,7;54,9;-11,2;;01/mar;6-11 mar;;;;;
2002;Mars;Ruab;24;4,9;5,1;6,3;46,7;9,4;2,4;;1,2;40,3;58,5;-18,2;;18/mar;1-13 mars;;;;;
2002;Mars;Sifo;20,9;4,1;6,3;8,9;44,5;9,5;4,2;;1,6;40,2;58,2;-18,0;;17/mar;;;;;;
2002;Mars;Skop;24,6;4;6,1;9,9;40,7;10,5;3,7;;0,6;44,6;54,9;-10,3;;10/mar;17 feb-8 mars;;;;;
2002;Mars;Demoskop;21,4;3,9;6;7,3;43,1;11,6;4,5;;2,2;38,6;59,2;-20,6;11,7;08/mar;26 feb-5 mars;;;;;
;;;;;;;;;;;;;;;;;;;;;;
2002;Februari;TEMO;22,4;5,6;5,8;10,4;41,3;9,5;3,9;;1,1;44,2;54,7;-10,5;9,6;22/feb;11-20 feb;;;;;
2002;Februari;Zapera;22,8;5,3;4,7;10,9;38;10,9;4,1;;3,3;43,7;53,0;-9,3;;21/feb;6-12 feb;;;;;
2002;Februari;Skop;24,2;4,7;4,3;10,7;40;10,6;4;;1,4;43,9;54,6;-10,7;;20/feb;21 jan - 16 feb;;;;;
2002;Februari;Sifo;22,3;4,5;6,4;8,9;43,8;9,9;3,1;;1,1;42,1;56,8;-14,7;12,1;17/feb;28 jan-14 feb;;;;;
2002;Februari;Ruab;23,6;4,8;5,1;5,9;46,3;10;3,3;;1,0;39,4;59,6;-20,2;;16/feb;;;;;;
2002;Februari;Gallup;19,9;4,3;4,9;9;45,5;11,3;3,8;;1,3;38,1;60,6;-22,5;;16/feb;29 jan-12 feb;;;;;
2002;Februari;Demoskop;22,9;4,6;4,6;9,6;43,8;11,5;2,6;;0,4;41,7;57,9;-16,2;;07/feb;29 jan-4 feb;;;;;
;;;;;;;;;;;;;;;;;;;;;;
2002;Januari;Sifo;23,5;4,7;5,2;9,1;42,4;11,1;3,2;;0,8;42,5;56,7;-14,2;12,6;27/jan;;;;;;
2002;Januari;Gallup;21,2;5,2;5,2;9,4;41;12,4;4,6;;1,0;41,0;58,0;-17,0;;26/jan;7-22 jan;;;;;
2002;Januari;TEMO;25;3,7;5,2;9;39,7;12,1;2,9;;2,5;42,9;54,7;-11,8;10,2;25/jan;14-23 jan;;;;;
2002;Januari;Skop;21,9;5,5;7,4;10,2;39,2;12;3,5;;0,3;45,0;54,7;-9,7;;22/jan;;;;;;
2002;Januari;Zapera;23,2;4,6;3,9;8,8;38,1;15;3,2;;3,2;40,5;56,3;-15,8;;21/jan;10-15 jan;;;;;
2002;Januari;Ruab;23,4;4,9;4,8;6,8;46,5;10,5;2,5;;0,6;39,9;59,5;-19,6;;19/jan;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
2001;December;Gallup;22,6;4,3;5,9;10,3;38,1;12,9;4,3;;1,6;43,1;55,3;-12,2;;22/dec;;;;;;
2001;December;TEMO;24,3;4,8;7;9,3;36,6;12,1;4,4;;1,6;45,4;53,1;-7,7;11;21/dec;;;;;;
2001;December;Ruab;26,2;5,5;6,4;6,4;41;10,1;3,4;;1,0;44,5;54,5;-10,0;;18/dec;;;;;;
2001;December;Skop;22,3;5,9;5,5;10,4;38,3;12,6;3,7;;1,3;44,1;54,6;-10,5;;17/dec;;;;;;
2001;December;Sifo;23,6;4,9;5,9;9,8;39,8;11;3,9;;1,1;44,2;54,7;-10,5;13,9;16/dec;;;;;;
2001;December;SCB;23,8;4,9;5,8;9,6;39,9;11,4;3,3;;1,3;44,1;54,6;-10,5;;11/dec;;;;;;
2001;December;Demoskop;26,5;4,6;4,6;9,9;34,3;13,8;5,2;;1,1;45,6;53,3;-7,7;;08/dec;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
2001;November;TEMO;24,9;5,5;5;10,2;37,5;11,1;4,6;;1,2;45,6;53,2;-7,6;9,9;30/nov;;;;;;
2001;November;Ruab;26,7;5,9;5,8;7;38,5;11,2;3,6;;1,3;45,4;53,3;-7,9;;19/nov;;;;;;
2001;November;Gallup;24,4;3,5;5,2;10,5;35,6;13,8;4,6;;2,4;43,6;54,0;-10,4;;17/nov;;;;;;
2001;November;Sifo;24,7;4,8;6,8;9,3;38,2;11,5;3,7;;1,0;45,6;53,4;-7,8;11,4;11/nov;;;;;;
2001;November;Demoskop;25,6;4,7;5,7;8,5;36,5;12;5;;2,0;44,5;53,5;-9,0;;09/nov;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
2001;Oktober;TEMO;23,7;5,5;6,4;10,9;35,8;12,2;4;;1,4;46,5;52,0;-5,5;10,2;26/okt;;;;;;
2001;Oktober;Ruab;26;4,8;5,9;8,6;36,9;13;3,5;;1,3;45,3;53,4;-8,1;30,5;22/okt;;;;;;
2001;Oktober;Gallup;25,3;4;6;10,2;36,9;12,8;3,1;;1,7;45,5;52,8;-7,3;;20/okt;;;;;;
2001;Oktober;Sifo;24,8;4,7;6,2;10;37,5;12;3,6;;1,2;45,7;53,1;-7,4;12;14/okt;;;;;;
2001;Oktober;Demoskop;25,3;4;6,6;11,2;34,1;12,2;4,7;;1,9;47,1;51,0;-3,9;;06/okt;;;;;;
2001;Oktober;Skop;23,2;4;6,6;11,8;37,8;12,6;3,3;;0,7;45,6;53,7;-8,1;;01/okt;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
2001;September;TEMO;25,4;5,4;6,7;9,4;36,3;12,6;2,7;;1,6;46,9;51,6;-4,7;10,7;28/sep;;;;;;
2001;September;Sifo;25,4;3,7;6,4;11,9;35,8;10,9;4;;1,9;47,4;50,7;-3,3;;16/sep;;;;;;
2001;September;Gallup;26,4;5,6;5;9;34,9;12,9;3,8;;2,4;46,0;51,6;-5,6;19,5;13/sep;;;;;;
2001;September;Demoskop;24,3;4,1;6,4;11,3;35,3;14,6;3,6;;0,4;46,1;53,5;-7,4;;11/sep;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
2001;Augusti;TEMO;25,1;4,8;7,7;9,5;34;14,2;3,7;;1,0;47,1;51,9;-4,8;13,9;31/aug;;;;;;
2001;Augusti;Sifo;23,1;4,3;7,7;10,7;36,6;12,7;4;;0,9;45,8;53,3;-7,5;14,6;26/aug;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
2001;Juli;Gallup;23,4;5,3;8,1;10,7;34,3;12,8;4,3;;1,0;47,5;51,4;-3,9;18,7;09/jul;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
2001;Juni;Temo;23;3,9;9,8;10,7;33,6;12,9;4,2;;2,0;47,4;50,7;-3,3;12,1;29/jun;;;;;;
2001;Juni;Gallup;23,6;4,2;7,3;10,1;35,3;13,1;4,3;;2,1;45,2;52,7;-7,5;22,7;21/jun;;;;;;
2001;Juni;Sifo;24,8;5,2;7,6;10;34;13;4,3;;1,1;47,6;51,3;-3,7;13,5;16/jun;;;;;;
2001;Juni;Demoskop;25,4;5;8,4;8,8;32,9;12,8;3,8;;2,9;47,6;49,5;-1,9;;09/jun;;;;;;
2001;Juni;SCB;23,6;4,9;7,2;10,1;36,7;12,6;3,4;;1,6;45,8;52,7;-6,9;;07/jun;;;;;;
2001;Juni;TEMO;24,9;4,5;8;8,6;35;14,6;3,2;;1,2;46,0;52,8;-6,8;12,4;01/jun;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
2001;Maj;Skop;24,7;4,8;7,1;10,7;36;11,7;4;;1,0;47,3;51,7;-4,4;;25/maj;;;;;;
2001;Maj;Gallup;23,7;5,3;6,6;9,9;35,9;12,9;4,3;;1,5;45,5;53,1;-7,6;17,4;23/maj;;;;;;
2001;Maj;Sifo;23,7;4,7;7,9;10,1;35,6;12,1;4,6;;1,3;46,4;52,3;-5,9;12,8;20/maj;;;;;;
2001;Maj;Demoskop;24,5;5;8,9;9,2;35,8;11,1;3,7;;1,8;47,6;50,6;-3,0;;05/maj;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
2001;April;TEMO;24,1;4,6;7,3;10,7;33,9;12,1;6;;1,2;46,7;52,0;-5,3;11;27/apr;;;;;;
2001;April;Gallup;23,5;4,5;6,6;9,3;36,9;13,1;4,6;;1,5;43,9;54,6;-10,7;18,2;27/apr;;;;;;
2001;April;Sifo;24;5,2;6,5;10,3;35,2;13;3,8;;2,0;46,0;52,0;-6,0;15,3;15/apr;;;;;;
2001;April;Demoskop;24,2;5,2;6,7;9,7;34,2;14,8;3,1;;2,1;45,8;52,1;-6,3;;06/apr;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
2001;Mars;Gallup;25,3;4,1;6,6;8,8;33,7;13,1;6,5;;2,0;44,8;53,3;-8,5;15,3;31/mar;;;;;;
2001;Mars;TEMO;25;5,3;6,8;10,1;32,4;12,9;5,4;;2,1;47,2;50,7;-3,5;8,5;30/mar;;;;;;
2001;Mars;Sifo;24;5,1;4,5;10,8;36,1;13,2;4,8;;1,5;44,4;54,1;-9,7;14,7;18/mar;;;;;;
2001;Mars;Demoskop;26,4;4,3;3,7;12,1;34;13,7;4,7;;1,1;46,5;52,4;-5,9;;10/mar;;;;;;
2001;Mars;Gallup;23,2;4,3;4,7;10,7;34,8;15,5;5,2;;1,6;42,9;55,5;-12,6;20,7;02/mar;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
2001;Februari;TEMO;25,8;4,2;4,4;10,7;33;13,8;6,8;;1,2;45,1;53,6;-8,5;7,1;23/feb;;;;;;
2001;Februari;Sifo;25,3;4,1;4,2;11,5;35,5;12,4;5,3;;1,7;45,1;53,2;-8,1;13,6;18/feb;;;;;;
2001;Februari;Demoskop;24,6;3,6;5,5;11,1;34,2;15,2;4,4;;1,4;44,8;53,8;-9,0;12,4;03/feb;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
2001;Januari;Sifo;24,7;4,8;5;12;34,9;13,5;4,4;;0,7;46,5;52,8;-6,3;13,9;28/jan;;;;;;
2001;Januari;Gallup;23,7;4,7;3,6;11,9;36,3;13,7;5,1;;0,9;43,9;55,1;-11,2;21,8;26/jan;;;;;;
2001;Januari;TEMO;24,5;5,2;4,8;10,3;36,3;13,1;4,8;;1,0;44,8;54,2;-9,4;11,7;25/jan;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
