År,Månad,Företag,M,L,C,KD,S,V,MP,FI,PP,SD,Övriga,Osäkra,Publicerad,Intervjuperiod,Intervjuer
2001,September,Sifo,25.4,3.7,6.4,11.9,35.8,10.9,4,,,,1.9,,16-Sep,,
2001,September,Gallup,26.4,5.6,5,9,34.9,12.9,3.8,,,,2.4,19.5,13-Sep,,
2001,September,Demoskop,24.3,4.1,6.4,11.3,35.3,14.6,3.6,,,,0.4,,11-Sep,,
,,,,,,,,,,,,,,,,,
2001,Augusti,TEMO,25.1,4.8,7.7,9.5,34,14.2,3.7,,,,1,13.9,31-Aug,,
2001,Augusti,Sifo,23.1,4.3,7.7,10.7,36.6,12.7,4,,,,0.9,14.6,26-Aug,,
,,,,,,,,,,,,,,,,,
2001,Juli,Gallup,23.4,5.3,8.1,10.7,34.3,12.8,4.3,,,,1,18.7,09-Jul,,
,,,,,,,,,,,,,,,,,
2001,Juni,Temo,23,3.9,9.8,10.7,33.6,12.9,4.2,,,,2,12.1,29-Jun,,
2001,Juni,Gallup,23.6,4.2,7.3,10.1,35.3,13.1,4.3,,,,2.1,22.7,21-Jun,,
2001,Juni,Sifo,24.8,5.2,7.6,10,34,13,4.3,,,,1.1,13.5,16-Jun,,
2001,Juni,Demoskop,25.4,5,8.4,8.8,32.9,12.8,3.8,,,,2.9,,09-Jun,,
2001,Juni,SCB,23.6,4.9,7.2,10.1,36.7,12.6,3.4,,,,1.6,,07-Jun,,
2001,Juni,TEMO,24.9,4.5,8,8.6,35,14.6,3.2,,,,1.2,12.4,01-Jun,,
,,,,,,,,,,,,,,,,,
2001,Maj,Skop,24.7,4.8,7.1,10.7,36,11.7,4,,,,1,,25/maj,,
2001,Maj,Gallup,23.7,5.3,6.6,9.9,35.9,12.9,4.3,,,,1.5,17.4,23/maj,,
2001,Maj,Sifo,23.7,4.7,7.9,10.1,35.6,12.1,4.6,,,,1.3,12.8,20/maj,,
2001,Maj,Demoskop,24.5,5,8.9,9.2,35.8,11.1,3.7,,,,1.8,,05/maj,,
,,,,,,,,,,,,,,,,,
2001,April,TEMO,24.1,4.6,7.3,10.7,33.9,12.1,6,,,,1.2,11,27-Apr,,
2001,April,Gallup,23.5,4.5,6.6,9.3,36.9,13.1,4.6,,,,1.5,18.2,27-Apr,,
2001,April,Sifo,24,5.2,6.5,10.3,35.2,13,3.8,,,,2,15.3,15-Apr,,
2001,April,Demoskop,24.2,5.2,6.7,9.7,34.2,14.8,3.1,,,,2.1,,06-Apr,,
,,,,,,,,,,,,,,,,,
2001,Mars,Gallup,25.3,4.1,6.6,8.8,33.7,13.1,6.5,,,,2,15.3,31-Mar,,
2001,Mars,TEMO,25,5.3,6.8,10.1,32.4,12.9,5.4,,,,2.1,8.5,30-Mar,,
2001,Mars,Sifo,24,5.1,4.5,10.8,36.1,13.2,4.8,,,,1.5,14.7,18-Mar,,
2001,Mars,Demoskop,26.4,4.3,3.7,12.1,34,13.7,4.7,,,,1.1,,10-Mar,,
2001,Mars,Gallup,23.2,4.3,4.7,10.7,34.8,15.5,5.2,,,,1.6,20.7,02-Mar,,
,,,,,,,,,,,,,,,,,
2001,Februari,TEMO,25.8,4.2,4.4,10.7,33,13.8,6.8,,,,1.2,7.1,23-Feb,,
2001,Februari,Sifo,25.3,4.1,4.2,11.5,35.5,12.4,5.3,,,,1.7,13.6,18-Feb,,
2001,Februari,Demoskop,24.6,3.6,5.5,11.1,34.2,15.2,4.4,,,,1.4,12.4,03-Feb,,
,,,,,,,,,,,,,,,,,
2001,Januari,Sifo,24.7,4.8,5,12,34.9,13.5,4.4,,,,0.7,13.9,28-Jan,,
2001,Januari,Gallup,23.7,4.7,3.6,11.9,36.3,13.7,5.1,,,,0.9,21.8,26-Jan,,
2001,Januari,TEMO,24.5,5.2,4.8,10.3,36.3,13.1,4.8,,,,1,11.7,25-Jan,,
,,,,,,,,,,,,,,,,,
2000,December,Gallup,25.5,5.6,4.8,10.9,33.4,14.7,4.7,,,,0.4,20.8,21-Dec,,
2000,December,Sifo,25.5,5.1,4.4,11.4,34.2,13.5,4.5,,,,1.4,12.3,16-Dec,,
2000,December,TEMO,24.2,5.7,3.7,11.6,34.2,14.4,4.4,,,,1.9,9.6,14-Dec,,
2000,December,SCB,23.9,4.6,4.6,12.5,35.3,14,3.7,,,,1.4,,07-Dec,,
2000,December,Demoskop,23.4,6.5,4.2,11.5,32,16.8,5.3,,,,0.3,,06-Dec,,
,,,,,,,,,,,,,,,,,
2000,November,TEMO,25.2,4.6,3.7,10.5,33.9,14.8,5.7,,,,1.5,10.8,23-Nov,,
2000,November,Sifo,24.4,4.9,4.7,12.1,33.9,14.5,4.2,,,,1.3,11.8,18-Nov,,
2000,November,Demoskop,24.8,4.4,3.4,11.6,32.4,16.1,4.7,,,,2.6,8.6,03-Nov,,
2000,November,Gallup,24.5,4.1,4.5,12.2,33.7,14.6,4.8,,,,1.6,19.6,02-Nov,,
,,,,,,,,,,,,,,,,,
2000,Oktober,TEMO,25.6,5.6,3.2,11.2,33.8,14.3,5.3,,,,1,9.8,26/okt,,
2000,Oktober,Sifo,26,5.1,4.4,11.8,32.3,14.2,4.5,,,,1.7,11.9,14/okt,,
2000,Oktober,Demoskop,27.9,5.3,3.4,10.9,33.5,15.7,2.9,,,,1.4,11.4,03/okt,,
,,,,,,,,,,,,,,,,,
2000,September,TEMO,25.2,5.1,4.1,13.4,30.9,15.1,5.1,,,,1.2,10.6,29-Sep,,
2000,September,Gallup,24.8,4.6,3.6,13.4,31.8,16.6,4.5,,,,0.7,,22-Sep,,
2000,September,Sifo,25.9,4.7,3.9,12.8,31.4,15.4,4.5,,,,1.4,,17-Sep,,
2000,September,Demoskop,24.9,4.7,4,13.8,32.5,14.1,4.9,,,,1.1,,08-Sep,,
2000,September,TEMO,25.7,5.3,4.9,12.6,28.7,15.8,5.8,,,,1.2,9.3,01-Sep,,
,,,,,,,,,,,,,,,,,
2000,Augusti,Sifo,25.2,4.8,4.6,12.8,32.5,14.5,4.8,,,,0.8,13.7,27-Aug,,
2000,Augusti,Demoskop,27.6,5.1,4.7,10.6,31.1,13.1,5.1,,,,2.7,,05-Aug,,
,,,,,,,,,,,,,,,,,
2000,Juni,TEMO,23.6,5.6,5,11.6,31.2,16.4,5,,,,1.6,16.4,26-Jun,,
2000,Juni,Sifo,26.1,5.3,4.7,10.5,33.1,14.2,4.7,,,,1.4,10.7,15-Jun,,
2000,Juni,SCB,24.6,5.2,4.6,10.9,35.4,13.3,4.6,,,,1.4,,09-Jun,,
2000,Juni,Demoskop,26.3,3.5,4,8.6,32.8,16.7,5.2,,,,3,11.9,07-Jun,,
,,,,,,,,,,,,,,,,,
2000,Maj,TEMO,25.5,5.3,4.7,10.9,31.9,14.8,6,,,,0.8,13.1,26/maj,,
2000,Maj,Sifo,26.3,5.2,4.8,10.5,34.2,12.9,5,,,,1.1,12.5,14/maj,,
2000,Maj,Demoskop,27,5.1,3.8,9.3,33.3,13.9,4.4,,,,3.3,12.2,11/maj,,
,,,,,,,,,,,,,,,,,
2000,April,TEMO,27.3,5.2,4.2,9.3,32.1,13.5,5.6,,,,2.8,14.6,28-Apr,,
2000,April,Sifo,25.4,6.1,4.5,10.9,33.6,13.3,5.1,,,,1.1,11.3,16-Apr,,
2000,April,Demoskop,25,4.7,5,9.7,33.9,15.1,4.3,,,,2.3,12.3,08-Apr,,
,,,,,,,,,,,,,,,,,
2000,Mars,TEMO,24.1,5,5,10.9,32.5,13.3,5.7,,,,2.5,10,31-Mar,,
2000,Mars,Sifo,25.5,5,5,10.9,33.5,13.4,5.3,,,,1.4,12.5,19-Mar,,
2000,Mars,Demoskop,26.3,5.1,3.8,11.1,35.4,11.1,5.6,,,,1.6,10.5,09-Mar,,
,,,,,,,,,,,,,,,,,
2000,Februari,TEMO,24.9,5.1,3.7,10.8,34.8,13.3,5.4,,,,1.9,9.2,25-Feb,,
2000,Februari,Sifo,25.4,4.5,4.9,10.6,35,13.4,4,,,,1.2,11,20-Feb,,
2000,Februari,Demoskop,25.4,5.7,4.2,10.5,32.5,13.7,5.4,,,,2.6,,10-Feb,,
,,,,,,,,,,,,,,,,,
2000,Januari,TEMO,25.2,5.4,4.4,10,33.1,14.2,5.5,,,,2.2,12,28-Jan,,
2000,Januari,Sifo,25.7,5,3.7,12.1,32.3,13.7,6.4,,,,1.1,11,23-Jan,,
2000,Januari,Demoskop,26.5,4.7,4.2,12.1,34.6,11.9,5,,,,1,,13-Jan,,
2000,Januari,Skop,24.4,5.7,4.6,11.6,36,12,5,,,,0.7,7,03-Jan,,
